date,title,url,change,compare_base,index_value,basket_index,products,event,vegetable_price,pork_price,beef_price,mutton_price,egg_price,chicken_price,fish_price,apple_price,banana_price,year,month,day,weekday,quarter,day_of_year,ma_7,ma_15,ma_30,change_percent,volatility,index_value_scaled
2024-04-23,"4月23日：""农产品批发价格200指数""比昨天下降0.02个点",https://www.agri.cn/V20/ZX/nyyw/2024/04/t20240423_28691789.htm,-0.02,昨天,7.72,7.81,"{'vegetable': {'name': '蔬菜', 'price': 5.54, 'change_percent': -1.4, 'unit': '元/公斤'}, 'pork': {'name': '猪肉', 'price': 21.98, 'change_percent': 0.8, 'unit': '元/公斤'}, 'beef': {'name': '牛肉', 'price': 74.58, 'change_percent': 0.2, 'unit': '元/公斤'}, 'mutton': {'name': '羊肉', 'price': 65.35, 'change_percent': -1.6, 'unit': '元/公斤'}, 'egg': {'name': '鸡蛋', 'price': 10.92, 'change_percent': 0.6, 'unit': '元/公斤'}, 'chicken': {'name': '白条鸡', 'price': 17.99, 'change_percent': -0.2, 'unit': '元/公斤'}, 'fish': {'name': '活鲤鱼', 'price': 13.66, 'change_percent': 2.1, 'unit': '元/公斤'}, 'apple': {'name': '富士苹果', 'price': 9.0, 'change_percent': -2.2, 'unit': '元/公斤'}, 'banana': {'name': '香蕉', 'price': 5.8, 'change_percent': -3.5, 'unit': '元/公斤'}}",,5.54,21.98,74.58,65.35,10.92,17.99,13.66,9.0,5.8,2024,4,23,1,2,114,7.685714285714285,7.465333333333334,7.294666666666667,-0.2590673575129534,0.04898979485620158,-0.6991270131781806
2024-04-24,"4月24日：""农产品批发价格200指数""比昨天下降0.01个点",https://www.agri.cn/V20/ZX/nyyw/2024/04/t20240424_41530992.htm,-0.01,昨天,7.74,7.84,"{'vegetable': {'name': '蔬菜', 'price': 5.5, 'change_percent': -2.1, 'unit': '元/公斤'}, 'pork': {'name': '猪肉', 'price': 21.74, 'change_percent': -0.3, 'unit': '元/公斤'}, 'beef': {'name': '牛肉', 'price': 74.89, 'change_percent': 0.6, 'unit': '元/公斤'}, 'mutton': {'name': '羊肉', 'price': 66.15, 'change_percent': -0.3, 'unit': '元/公斤'}, 'egg': {'name': '鸡蛋', 'price': 11.22, 'change_percent': 3.4, 'unit': '元/公斤'}, 'chicken': {'name': '白条鸡', 'price': 17.96, 'change_percent': -0.4, 'unit': '元/公斤'}, 'fish': {'name': '活鲤鱼', 'price': 13.24, 'change_percent': -1.0, 'unit': '元/公斤'}, 'apple': {'name': '富士苹果', 'price': 9.24, 'change_percent': 0.3, 'unit': '元/公斤'}, 'banana': {'name': '香蕉', 'price': 6.09, 'change_percent': 1.4, 'unit': '元/公斤'}}",,5.5,21.74,74.89,66.15,11.22,17.96,13.24,9.24,6.09,2024,4,24,2,2,115,7.7057142857142855,7.512666666666667,7.2893333333333326,-0.12919896640826875,0.04375255094664006,-0.6989494769997172
2024-04-25,"4月25日：""农产品批发价格200指数""比昨天下降0.10个点",https://www.agri.cn/V20/ZX/nyyw/2024/04/t20240425_33174935.htm,-0.1,昨天,7.75,7.84,"{'vegetable': {'name': '蔬菜', 'price': 5.72, 'change_percent': 1.8, 'unit': '元/公斤'}, 'pork': {'name': '猪肉', 'price': 21.48, 'change_percent': -1.5, 'unit': '元/公斤'}, 'beef': {'name': '牛肉', 'price': 74.61, 'change_percent': 0.3, 'unit': '元/公斤'}, 'mutton': {'name': '羊肉', 'price': 66.65, 'change_percent': 0.4, 'unit': '元/公斤'}, 'egg': {'name': '鸡蛋', 'price': 10.98, 'change_percent': 1.2, 'unit': '元/公斤'}, 'chicken': {'name': '白条鸡', 'price': 17.56, 'change_percent': -2.6, 'unit': '元/公斤'}, 'fish': {'name': '活鲤鱼', 'price': 13.33, 'change_percent': -0.3, 'unit': '元/公斤'}, 'apple': {'name': '富士苹果', 'price': 9.06, 'change_percent': -1.6, 'unit': '元/公斤'}, 'banana': {'name': '香蕉', 'price': 6.09, 'change_percent': 1.3, 'unit': '元/公斤'}}",,5.72,21.48,74.61,66.65,10.98,17.56,13.33,9.06,6.09,2024,4,25,3,2,116,7.717142857142856,7.5600000000000005,7.290333333333333,-1.2903225806451613,0.054772255750997825,-0.6988607089104856
2024-04-26,"4月26日：""农产品批发价格200指数""比昨天上升0.04个点",https://www.agri.cn/V20/ZX/nyyw/2024/04/t20240426_97256202.htm,0.04,昨天,7.85,7.94,"{'vegetable': {'name': '蔬菜', 'price': 5.63, 'change_percent': 0.2, 'unit': '元/公斤'}, 'pork': {'name': '猪肉', 'price': 22.14, 'change_percent': 1.6, 'unit': '元/公斤'}, 'beef': {'name': '牛肉', 'price': 74.68, 'change_percent': 0.4, 'unit': '元/公斤'}, 'mutton': {'name': '羊肉', 'price': 66.24, 'change_percent': -0.2, 'unit': '元/公斤'}, 'egg': {'name': '鸡蛋', 'price': 11.26, 'change_percent': 3.8, 'unit': '元/公斤'}, 'chicken': {'name': '白条鸡', 'price': 18.45, 'change_percent': 2.4, 'unit': '元/公斤'}, 'fish': {'name': '活鲤鱼', 'price': 13.49, 'change_percent': 0.9, 'unit': '元/公斤'}, 'apple': {'name': '富士苹果', 'price': 9.17, 'change_percent': -0.3, 'unit': '元/公斤'}, 'banana': {'name': '香蕉', 'price': 6.24, 'change_percent': 3.9, 'unit': '元/公斤'}}",,5.63,22.14,74.68,66.24,11.26,18.45,13.49,9.17,6.24,2024,4,26,4,2,117,7.7371428571428575,7.606,7.3,0.5095541401273886,0.058878405775965696,-0.6979730280181689
2024-04-27,"4月27日：""农产品批发价格200指数""比昨天下降0.06个点",https://www.agri.cn/V20/ZX/nyyw/2024/04/t20240427_94024041.htm,-0.06,昨天,7.81,7.9,"{'vegetable': {'name': '蔬菜', 'price': 5.4, 'change_percent': -3.9, 'unit': '元/公斤'}, 'pork': {'name': '猪肉', 'price': 22.01, 'change_percent': 1.0, 'unit': '元/公斤'}, 'beef': {'name': '牛肉', 'price': 74.37, 'change_percent': -0.0, 'unit': '元/公斤'}, 'mutton': {'name': '羊肉', 'price': 66.9, 'change_percent': 0.8, 'unit': '元/公斤'}, 'egg': {'name': '鸡蛋', 'price': 10.99, 'change_percent': 1.3, 'unit': '元/公斤'}, 'chicken': {'name': '白条鸡', 'price': 17.65, 'change_percent': -2.1, 'unit': '元/公斤'}, 'fish': {'name': '活鲤鱼', 'price': 13.32, 'change_percent': -0.4, 'unit': '元/公斤'}, 'apple': {'name': '富士苹果', 'price': 9.13, 'change_percent': -0.8, 'unit': '元/公斤'}, 'banana': {'name': '香蕉', 'price': 6.04, 'change_percent': 0.5, 'unit': '元/公斤'}}",,5.4,22.01,74.37,66.9,10.99,17.65,13.32,9.13,6.04,2024,4,27,5,2,118,7.747142857142857,7.644666666666667,7.315333333333332,-0.7682458386683738,0.058513327745585195,-0.6983281003750954
2024-04-28,"4月28日：""农产品批发价格200指数""比昨天下降0.03个点",https://www.agri.cn/V20/ZX/nyyw/2024/04/t20240428_95095544.htm,-0.03,昨天,7.87,7.96,"{'vegetable': {'name': '蔬菜', 'price': 5.54, 'change_percent': -1.4, 'unit': '元/公斤'}, 'pork': {'name': '猪肉', 'price': 21.98, 'change_percent': 0.9, 'unit': '元/公斤'}, 'beef': {'name': '牛肉', 'price': 75.29, 'change_percent': 1.2, 'unit': '元/公斤'}, 'mutton': {'name': '羊肉', 'price': 66.91, 'change_percent': 0.8, 'unit': '元/公斤'}, 'egg': {'name': '鸡蛋', 'price': 10.98, 'change_percent': 1.2, 'unit': '元/公斤'}, 'chicken': {'name': '白条鸡', 'price': 17.87, 'change_percent': -0.8, 'unit': '元/公斤'}, 'fish': {'name': '活鲤鱼', 'price': 13.6, 'change_percent': 1.8, 'unit': '元/公斤'}, 'apple': {'name': '富士苹果', 'price': 9.23, 'change_percent': 0.3, 'unit': '元/公斤'}, 'banana': {'name': '香蕉', 'price': 5.91, 'change_percent': -1.6, 'unit': '元/公斤'}}",,5.54,21.98,75.29,66.91,10.98,17.87,13.6,9.23,5.91,2024,4,28,6,2,119,7.7700000000000005,7.677333333333333,7.337999999999999,-0.3811944091486658,0.04577377082228406,-0.6977954918397054
2024-04-29,"4月29日：""农产品批发价格200指数""比昨天下降0.14个点",https://www.agri.cn/V20/ZX/nyyw/2024/04/t20240429_16975185.htm,-0.14,昨天,7.9,7.99,"{'vegetable': {'name': '蔬菜', 'price': 5.64, 'change_percent': 0.3, 'unit': '元/公斤'}, 'pork': {'name': '猪肉', 'price': 21.79, 'change_percent': -0.0, 'unit': '元/公斤'}, 'beef': {'name': '牛肉', 'price': 74.05, 'change_percent': -0.4, 'unit': '元/公斤'}, 'mutton': {'name': '羊肉', 'price': 64.56, 'change_percent': -2.7, 'unit': '元/公斤'}, 'egg': {'name': '鸡蛋', 'price': 11.0, 'change_percent': 1.4, 'unit': '元/公斤'}, 'chicken': {'name': '白条鸡', 'price': 17.95, 'change_percent': -0.3, 'unit': '元/公斤'}, 'fish': {'name': '活鲤鱼', 'price': 13.31, 'change_percent': -0.4, 'unit': '元/公斤'}, 'apple': {'name': '富士苹果', 'price': 8.98, 'change_percent': -2.4, 'unit': '元/公斤'}, 'banana': {'name': '香蕉', 'price': 5.87, 'change_percent': -2.2, 'unit': '元/公斤'}}",,5.64,21.79,74.05,64.56,11.0,17.95,13.31,8.98,5.87,2024,4,29,0,2,120,7.805714285714286,7.708,7.367,-1.7721518987341773,0.05996030432954034,-0.6975291875720103
2024-04-30,"4月30日：""农产品批发价格200指数""比昨天下降0.06个点",https://www.agri.cn/V20/ZX/nyyw/2024/04/t20240430_50927630.htm,-0.06,昨天,8.04,8.14,"{'vegetable': {'name': '蔬菜', 'price': 5.51, 'change_percent': -1.9, 'unit': '元/公斤'}, 'pork': {'name': '猪肉', 'price': 22.14, 'change_percent': 1.6, 'unit': '元/公斤'}, 'beef': {'name': '牛肉', 'price': 73.66, 'change_percent': -1.0, 'unit': '元/公斤'}, 'mutton': {'name': '羊肉', 'price': 66.63, 'change_percent': 0.4, 'unit': '元/公斤'}, 'egg': {'name': '鸡蛋', 'price': 10.47, 'change_percent': -3.5, 'unit': '元/公斤'}, 'chicken': {'name': '白条鸡', 'price': 18.27, 'change_percent': 1.4, 'unit': '元/公斤'}, 'fish': {'name': '活鲤鱼', 'price': 13.38, 'change_percent': 0.1, 'unit': '元/公斤'}, 'apple': {'name': '富士苹果', 'price': 9.09, 'change_percent': -1.2, 'unit': '元/公斤'}, 'banana': {'name': '香蕉', 'price': 6.11, 'change_percent': 1.7, 'unit': '元/公斤'}}",,5.51,22.14,73.66,66.63,10.47,18.27,13.38,9.09,6.11,2024,4,30,1,2,121,7.851428571428571,7.750666666666667,7.407333333333333,-0.746268656716418,0.05899959644781855,-0.6962864343227668
2024-05-01,"5月1日：""农产品批发价格200指数""比昨天下降0.14个点",https://www.agri.cn/V20/ZX/nyyw/2024/05/t20240501_29198927.htm,-0.14,昨天,8.1,8.2,"{'vegetable': {'name': '蔬菜', 'price': 5.06, 'change_percent': -5.0, 'unit': '元/公斤'}, 'pork': {'name': '猪肉', 'price': 19.93, 'change_percent': -3.4, 'unit': '元/公斤'}, 'beef': {'name': '牛肉', 'price': 69.0, 'change_percent': -2.1, 'unit': '元/公斤'}, 'mutton': {'name': '羊肉', 'price': 62.46, 'change_percent': -0.6, 'unit': '元/公斤'}, 'egg': {'name': '鸡蛋', 'price': 10.3, 'change_percent': 0.3, 'unit': '元/公斤'}, 'chicken': {'name': '白条鸡', 'price': 17.06, 'change_percent': 0.0, 'unit': '元/公斤'}, 'fish': {'name': '活鲤鱼', 'price': 12.34, 'change_percent': -2.5, 'unit': '元/公斤'}, 'apple': {'name': '富士苹果', 'price': 8.47, 'change_percent': -2.8, 'unit': '元/公斤'}, 'banana': {'name': '香蕉', 'price': 5.75, 'change_percent': 1.0, 'unit': '元/公斤'}}",,5.06,19.93,69.0,62.46,10.3,17.06,12.34,8.47,5.75,2024,5,1,2,2,122,7.902857142857143,7.790666666666667,7.456333333333333,-1.7283950617283952,0.06403124237474443,-0.6957538257873769
2024-05-02,"5月2日：""农产品批发价格200指数""比昨天下降0.13个点",https://www.agri.cn/V20/ZX/nyyw/2024/05/t20240502_42388309.htm,-0.13,昨天,8.24,8.34,"{'vegetable': {'name': '蔬菜', 'price': 5.12, 'change_percent': -3.8, 'unit': '元/公斤'}, 'pork': {'name': '猪肉', 'price': 20.75, 'change_percent': 0.5, 'unit': '元/公斤'}, 'beef': {'name': '牛肉', 'price': 70.67, 'change_percent': 0.3, 'unit': '元/公斤'}, 'mutton': {'name': '羊肉', 'price': 61.34, 'change_percent': -2.4, 'unit': '元/公斤'}, 'egg': {'name': '鸡蛋', 'price': 10.08, 'change_percent': -1.9, 'unit': '元/公斤'}, 'chicken': {'name': '白条鸡', 'price': 16.69, 'change_percent': -2.2, 'unit': '元/公斤'}, 'fish': {'name': '活鲤鱼', 'price': 12.29, 'change_percent': -2.9, 'unit': '元/公斤'}, 'apple': {'name': '富士苹果', 'price': 8.53, 'change_percent': -2.1, 'unit': '元/公斤'}, 'banana': {'name': '香蕉', 'price': 5.7, 'change_percent': 0.2, 'unit': '元/公斤'}}",,5.12,20.75,70.67,61.34,10.08,16.69,12.29,8.53,5.7,2024,5,2,3,2,123,7.972857142857143,7.833333333333333,7.506666666666666,-1.5776699029126213,0.06729466121933257,-0.6945110725381334
2024-05-03,"5月3日：""农产品批发价格200指数""比昨天下降0.15个点",https://www.agri.cn/V20/ZX/nyyw/2024/05/t20240503_80693811.htm,-0.15,昨天,8.37,8.47,"{'vegetable': {'name': '蔬菜', 'price': 5.42, 'change_percent': 1.9, 'unit': '元/公斤'}, 'pork': {'name': '猪肉', 'price': 20.36, 'change_percent': -1.4, 'unit': '元/公斤'}, 'beef': {'name': '牛肉', 'price': 69.44, 'change_percent': -1.4, 'unit': '元/公斤'}, 'mutton': {'name': '羊肉', 'price': 61.7, 'change_percent': -1.8, 'unit': '元/公斤'}, 'egg': {'name': '鸡蛋', 'price': 10.11, 'change_percent': -1.6, 'unit': '元/公斤'}, 'chicken': {'name': '白条鸡', 'price': 16.55, 'change_percent': -3.0, 'unit': '元/公斤'}, 'fish': {'name': '活鲤鱼', 'price': 12.47, 'change_percent': -1.5, 'unit': '元/公斤'}, 'apple': {'name': '富士苹果', 'price': 8.69, 'change_percent': -0.2, 'unit': '元/公斤'}, 'banana': {'name': '香蕉', 'price': 5.41, 'change_percent': -4.8, 'unit': '元/公斤'}}",,5.42,20.36,69.44,61.7,10.11,16.55,12.47,8.69,5.41,2024,5,3,4,2,124,8.047142857142857,7.88,7.557666666666666,-1.792114695340502,0.04947341758634289,-0.6933570873781215
2024-05-04,"5月4日：""农产品批发价格200指数""比昨天下降0.06个点",https://www.agri.cn/V20/ZX/nyyw/2024/05/t20240504_84481518.htm,-0.06,昨天,8.52,8.62,"{'vegetable': {'name': '蔬菜', 'price': 5.36, 'change_percent': 0.7, 'unit': '元/公斤'}, 'pork': {'name': '猪肉', 'price': 20.42, 'change_percent': -1.0, 'unit': '元/公斤'}, 'beef': {'name': '牛肉', 'price': 69.4, 'change_percent': -1.5, 'unit': '元/公斤'}, 'mutton': {'name': '羊肉', 'price': 61.49, 'change_percent': -2.1, 'unit': '元/公斤'}, 'egg': {'name': '鸡蛋', 'price': 10.17, 'change_percent': -1.0, 'unit': '元/公斤'}, 'chicken': {'name': '白条鸡', 'price': 16.64, 'change_percent': -2.5, 'unit': '元/公斤'}, 'fish': {'name': '活鲤鱼', 'price': 12.62, 'change_percent': -0.3, 'unit': '元/公斤'}, 'apple': {'name': '富士苹果', 'price': 8.79, 'change_percent': 0.9, 'unit': '元/公斤'}, 'banana': {'name': '香蕉', 'price': 5.7, 'change_percent': 0.2, 'unit': '元/公斤'}}",,5.36,20.42,69.4,61.49,10.17,16.64,12.62,8.79,5.7,2024,5,4,5,2,125,8.148571428571428,7.933999999999999,7.611666666666667,-0.7042253521126761,0.04947341758634289,-0.6920255660396464
2024-05-05,"5月5日：""农产品批发价格200指数""比昨天下降0.14个点",https://www.agri.cn/V20/ZX/nyyw/2024/05/t20240505_25850613.htm,-0.14,昨天,8.58,8.68,"{'vegetable': {'name': '蔬菜', 'price': 5.07, 'change_percent': -4.6, 'unit': '元/公斤'}, 'pork': {'name': '猪肉', 'price': 20.27, 'change_percent': -1.8, 'unit': '元/公斤'}, 'beef': {'name': '牛肉', 'price': 69.83, 'change_percent': -0.8, 'unit': '元/公斤'}, 'mutton': {'name': '羊肉', 'price': 62.58, 'change_percent': -0.4, 'unit': '元/公斤'}, 'egg': {'name': '鸡蛋', 'price': 10.07, 'change_percent': -1.9, 'unit': '元/公斤'}, 'chicken': {'name': '白条鸡', 'price': 16.84, 'change_percent': -1.2, 'unit': '元/公斤'}, 'fish': {'name': '活鲤鱼', 'price': 12.5, 'change_percent': -1.2, 'unit': '元/公斤'}, 'apple': {'name': '富士苹果', 'price': 8.54, 'change_percent': -2.0, 'unit': '元/公斤'}, 'banana': {'name': '香蕉', 'price': 5.58, 'change_percent': -1.8, 'unit': '元/公斤'}}",,5.07,20.27,69.83,62.58,10.07,16.84,12.5,8.54,5.58,2024,5,5,6,2,126,8.25,7.989999999999999,7.663666666666667,-1.631701631701632,0.03946064947763336,-0.6914929575042563
2024-05-06,"5月6日：""农产品批发价格200指数""比昨天下降0.27个点",https://www.agri.cn/V20/ZX/nyyw/2024/05/t20240506_75317499.htm,-0.27,昨天,8.72,8.82,"{'vegetable': {'name': '蔬菜', 'price': 5.44, 'change_percent': 2.4, 'unit': '元/公斤'}, 'pork': {'name': '猪肉', 'price': 20.65, 'change_percent': 0.1, 'unit': '元/公斤'}, 'beef': {'name': '牛肉', 'price': 68.01, 'change_percent': -3.4, 'unit': '元/公斤'}, 'mutton': {'name': '羊肉', 'price': 62.29, 'change_percent': -0.8, 'unit': '元/公斤'}, 'egg': {'name': '鸡蛋', 'price': 9.87, 'change_percent': -3.9, 'unit': '元/公斤'}, 'chicken': {'name': '白条鸡', 'price': 17.04, 'change_percent': -0.1, 'unit': '元/公斤'}, 'fish': {'name': '活鲤鱼', 'price': 12.35, 'change_percent': -2.4, 'unit': '元/公斤'}, 'apple': {'name': '富士苹果', 'price': 8.39, 'change_percent': -3.6, 'unit': '元/公斤'}, 'banana': {'name': '香蕉', 'price': 5.42, 'change_percent': -4.7, 'unit': '元/公斤'}}",,5.44,20.65,68.01,62.29,9.87,17.04,12.35,8.39,5.42,2024,5,6,0,2,127,8.367142857142857,8.057333333333332,7.718666666666667,-3.0963302752293576,0.07044078904980236,-0.6902502042550128
2024-05-07,"5月7日：""农产品批发价格200指数""比昨天下降0.25个点",https://www.agri.cn/V20/ZX/nyyw/2024/05/t20240507_25236978.htm,-0.25,昨天,8.99,9.1,"{'vegetable': {'name': '蔬菜', 'price': 5.15, 'change_percent': -3.1, 'unit': '元/公斤'}, 'pork': {'name': '猪肉', 'price': 20.37, 'change_percent': -1.3, 'unit': '元/公斤'}, 'beef': {'name': '牛肉', 'price': 70.01, 'change_percent': -0.6, 'unit': '元/公斤'}, 'mutton': {'name': '羊肉', 'price': 62.41, 'change_percent': -0.6, 'unit': '元/公斤'}, 'egg': {'name': '鸡蛋', 'price': 9.87, 'change_percent': -3.9, 'unit': '元/公斤'}, 'chicken': {'name': '白条鸡', 'price': 16.86, 'change_percent': -1.1, 'unit': '元/公斤'}, 'fish': {'name': '活鲤鱼', 'price': 12.27, 'change_percent': -3.0, 'unit': '元/公斤'}, 'apple': {'name': '富士苹果', 'price': 8.58, 'change_percent': -1.5, 'unit': '元/公斤'}, 'banana': {'name': '香蕉', 'price': 5.4, 'change_percent': -5.0, 'unit': '元/公斤'}}",,5.15,20.37,70.01,62.41,9.87,16.86,12.27,8.58,5.4,2024,5,7,1,2,128,8.502857142857144,8.146666666666667,7.782666666666667,-2.7808676307007785,0.07296444013260034,-0.6878534658457576
2024-05-08,"5月8日：""农产品批发价格200指数""比昨天下降0.27个点",https://www.agri.cn/V20/ZX/nyyw/2024/05/t20240508_55330329.htm,-0.27,昨天,9.24,9.35,"{'vegetable': {'name': '蔬菜', 'price': 5.39, 'change_percent': 1.4, 'unit': '元/公斤'}, 'pork': {'name': '猪肉', 'price': 20.33, 'change_percent': -1.4, 'unit': '元/公斤'}, 'beef': {'name': '牛肉', 'price': 69.3, 'change_percent': -1.6, 'unit': '元/公斤'}, 'mutton': {'name': '羊肉', 'price': 60.46, 'change_percent': -3.7, 'unit': '元/公斤'}, 'egg': {'name': '鸡蛋', 'price': 10.05, 'change_percent': -2.1, 'unit': '元/公斤'}, 'chicken': {'name': '白条鸡', 'price': 16.95, 'change_percent': -0.6, 'unit': '元/公斤'}, 'fish': {'name': '活鲤鱼', 'price': 12.67, 'change_percent': 0.2, 'unit': '元/公斤'}, 'apple': {'name': '富士苹果', 'price': 8.62, 'change_percent': -1.0, 'unit': '元/公斤'}, 'banana': {'name': '香蕉', 'price': 5.6, 'change_percent': -1.4, 'unit': '元/公斤'}}",,5.39,20.33,69.3,60.46,10.05,16.95,12.67,8.62,5.6,2024,5,8,2,2,129,8.665714285714285,8.248,7.856666666666667,-2.9220779220779223,0.08214389233335335,-0.6856342636149656
2024-05-09,"5月9日：""农产品批发价格200指数""比昨天下降0.28个点",https://www.agri.cn/V20/ZX/nyyw/2024/05/t20240509_87089523.htm,-0.28,昨天,9.51,9.62,"{'vegetable': {'name': '蔬菜', 'price': 5.35, 'change_percent': 0.7, 'unit': '元/公斤'}, 'pork': {'name': '猪肉', 'price': 20.31, 'change_percent': -1.5, 'unit': '元/公斤'}, 'beef': {'name': '牛肉', 'price': 68.7, 'change_percent': -2.4, 'unit': '元/公斤'}, 'mutton': {'name': '羊肉', 'price': 61.82, 'change_percent': -1.5, 'unit': '元/公斤'}, 'egg': {'name': '鸡蛋', 'price': 10.11, 'change_percent': -1.5, 'unit': '元/公斤'}, 'chicken': {'name': '白条鸡', 'price': 16.66, 'change_percent': -2.3, 'unit': '元/公斤'}, 'fish': {'name': '活鲤鱼', 'price': 12.21, 'change_percent': -3.5, 'unit': '元/公斤'}, 'apple': {'name': '富士苹果', 'price': 8.59, 'change_percent': -1.4, 'unit': '元/公斤'}, 'banana': {'name': '香蕉', 'price': 5.42, 'change_percent': -4.6, 'unit': '元/公斤'}}",,5.35,20.31,68.7,61.82,10.11,16.66,12.21,8.59,5.42,2024,5,9,3,2,130,8.847142857142858,8.366,7.939333333333334,-2.944269190325973,0.08596787883000795,-0.6832375252057102
2024-05-10,"5月10日：""农产品批发价格200指数""比昨天下降0.10个点",https://www.agri.cn/V20/ZX/nyyw/2024/05/t20240510_24853803.htm,-0.1,昨天,9.79,9.91,"{'vegetable': {'name': '蔬菜', 'price': 5.09, 'change_percent': -4.3, 'unit': '元/公斤'}, 'pork': {'name': '猪肉', 'price': 20.08, 'change_percent': -2.6, 'unit': '元/公斤'}, 'beef': {'name': '牛肉', 'price': 69.45, 'change_percent': -1.3, 'unit': '元/公斤'}, 'mutton': {'name': '羊肉', 'price': 62.19, 'change_percent': -0.9, 'unit': '元/公斤'}, 'egg': {'name': '鸡蛋', 'price': 10.49, 'change_percent': 2.2, 'unit': '元/公斤'}, 'chicken': {'name': '白条鸡', 'price': 17.07, 'change_percent': 0.1, 'unit': '元/公斤'}, 'fish': {'name': '活鲤鱼', 'price': 12.6, 'change_percent': -0.4, 'unit': '元/公斤'}, 'apple': {'name': '富士苹果', 'price': 8.69, 'change_percent': -0.2, 'unit': '元/公斤'}, 'banana': {'name': '香蕉', 'price': 5.66, 'change_percent': -0.4, 'unit': '元/公斤'}}",,5.09,20.08,69.45,62.19,10.49,17.07,12.6,8.69,5.66,2024,5,10,4,2,131,9.05,8.501999999999999,8.031,-1.021450459652707,0.09289010404034484,-0.6807520187072232
2024-05-11,"5月11日：""农产品批发价格200指数""比昨天下降0.18个点",https://www.agri.cn/V20/ZX/nyyw/2024/05/t20240511_25481376.htm,-0.18,昨天,9.89,10.01,"{'vegetable': {'name': '蔬菜', 'price': 5.15, 'change_percent': -3.2, 'unit': '元/公斤'}, 'pork': {'name': '猪肉', 'price': 20.66, 'change_percent': 0.2, 'unit': '元/公斤'}, 'beef': {'name': '牛肉', 'price': 69.31, 'change_percent': -1.5, 'unit': '元/公斤'}, 'mutton': {'name': '羊肉', 'price': 61.46, 'change_percent': -2.1, 'unit': '元/公斤'}, 'egg': {'name': '鸡蛋', 'price': 10.0, 'change_percent': -2.6, 'unit': '元/公斤'}, 'chicken': {'name': '白条鸡', 'price': 17.07, 'change_percent': 0.2, 'unit': '元/公斤'}, 'fish': {'name': '活鲤鱼', 'price': 12.48, 'change_percent': -1.3, 'unit': '元/公斤'}, 'apple': {'name': '富士苹果', 'price': 8.81, 'change_percent': 1.2, 'unit': '元/公斤'}, 'banana': {'name': '香蕉', 'price': 5.44, 'change_percent': -4.2, 'unit': '元/公斤'}}",,5.15,20.66,69.31,61.46,10.0,17.07,12.48,8.81,5.44,2024,5,11,5,2,132,9.245714285714286,8.638,8.122,-1.820020222446916,0.07250615737437549,-0.6798643378149065
2024-05-12,"5月12日：""农产品批发价格200指数""比昨天下降0.05个点",https://www.agri.cn/V20/ZX/nyyw/2024/05/t20240512_32976036.htm,-0.05,昨天,10.07,10.19,"{'vegetable': {'name': '蔬菜', 'price': 5.16, 'change_percent': -2.8, 'unit': '元/公斤'}, 'pork': {'name': '猪肉', 'price': 20.44, 'change_percent': -0.8, 'unit': '元/公斤'}, 'beef': {'name': '牛肉', 'price': 69.62, 'change_percent': -1.1, 'unit': '元/公斤'}, 'mutton': {'name': '羊肉', 'price': 62.01, 'change_percent': -1.2, 'unit': '元/公斤'}, 'egg': {'name': '鸡蛋', 'price': 10.37, 'change_percent': 1.1, 'unit': '元/公斤'}, 'chicken': {'name': '白条鸡', 'price': 17.13, 'change_percent': 0.5, 'unit': '元/公斤'}, 'fish': {'name': '活鲤鱼', 'price': 12.52, 'change_percent': -0.9, 'unit': '元/公斤'}, 'apple': {'name': '富士苹果', 'price': 8.44, 'change_percent': -3.0, 'unit': '元/公斤'}, 'banana': {'name': '香蕉', 'price': 5.79, 'change_percent': 1.9, 'unit': '元/公斤'}}",,5.16,20.44,69.62,62.01,10.37,17.13,12.52,8.44,5.79,2024,5,12,6,2,133,9.458571428571428,8.788666666666666,8.216666666666667,-0.49652432969215493,0.092736184955252,-0.6782665122087362
2024-05-13,"5月13日：""农产品批发价格200指数""比昨天下降0.31个点",https://www.agri.cn/V20/ZX/nyyw/2024/05/t20240513_78653673.htm,-0.31,昨天,10.12,10.24,"{'vegetable': {'name': '蔬菜', 'price': 5.31, 'change_percent': -0.1, 'unit': '元/公斤'}, 'pork': {'name': '猪肉', 'price': 20.24, 'change_percent': -1.8, 'unit': '元/公斤'}, 'beef': {'name': '牛肉', 'price': 68.49, 'change_percent': -2.7, 'unit': '元/公斤'}, 'mutton': {'name': '羊肉', 'price': 61.19, 'change_percent': -2.5, 'unit': '元/公斤'}, 'egg': {'name': '鸡蛋', 'price': 9.93, 'change_percent': -3.2, 'unit': '元/公斤'}, 'chicken': {'name': '白条鸡', 'price': 16.46, 'change_percent': -3.4, 'unit': '元/公斤'}, 'fish': {'name': '活鲤鱼', 'price': 12.45, 'change_percent': -1.6, 'unit': '元/公斤'}, 'apple': {'name': '富士苹果', 'price': 8.34, 'change_percent': -4.2, 'unit': '元/公斤'}, 'banana': {'name': '香蕉', 'price': 5.64, 'change_percent': -0.6, 'unit': '元/公斤'}}",,5.31,20.24,68.49,61.19,9.93,16.46,12.45,8.34,5.64,2024,5,13,0,2,134,9.65857142857143,8.938666666666666,8.308,-3.063241106719368,0.09880235200621254,-0.6778226717625779
